,Unnamed: 0,AQI,CO AQI,Ozone AQI,NO2 AQI,PM2.5 AQI,Latitude,Longitude,clusters
2185,2235,72,1,37,3,72,41.7333,13.0167,1
2186,2236,81,2,12,10,81,30.3238,-95.4824,1
2187,2237,67,1,39,2,67,45.9833,12.7,1
2188,2238,27,0,10,1,27,-7.0139,-37.9458,1
2189,2239,69,1,14,3,69,3.1739,-76.2594,1
2190,2240,69,1,14,3,69,-18.3808,-44.4558,1
2191,2241,69,1,14,3,69,12.4819,-87.1742,1
2192,2242,69,1,14,3,69,13.8167,-87.9667,1
2193,2243,47,1,36,0,47,49.6878,-124.9944,1
2194,2244,62,1,37,3,62,50.05,4.4833,1
2195,2245,63,1,28,3,63,45.2,-72.75,1
2196,2246,60,2,24,13,60,38.662,-90.443,1
2197,2248,60,2,34,7,60,35.9271,-79.0391,1
2198,2249,38,1,29,2,38,48.456,1.484,1
2199,2250,34,1,29,0,34,12.3112,78.7925,1
2200,2251,49,1,13,10,49,49.6333,-1.6,1
2201,2252,149,3,99,2,149,26.4005,85.3721,1
2202,2253,61,2,7,5,61,14.9442,-91.1105,1
2203,2254,160,2,87,0,160,22.01,77.66,1
2204,2255,39,1,39,0,17,52.0333,113.5,1
2205,2256,39,1,39,0,17,35.0,136.8667,1
2206,2257,39,1,39,0,17,6.1667,-72.4167,1
2207,2258,16,0,16,1,14,-34.9,-60.0167,1
2208,2259,45,1,45,2,45,43.3667,13.2167,1
2209,2260,56,1,6,13,56,41.103,-112.0238,1
2210,2261,32,0,32,1,28,52.5167,6.4167,1
2211,2262,93,1,18,0,93,8.4833,123.8,1
2212,2263,65,2,20,8,65,41.2922,-92.6404,1
2213,2264,67,2,3,10,67,-40.5725,-73.1353,1
2214,2265,22,0,22,0,11,-22.2828,-46.3689,1
2215,2266,53,1,32,5,53,39.4115,-76.7913,1
2216,2267,31,0,20,1,31,-3.9839,-38.62,1
2217,2268,31,0,20,1,31,-10.4528,-36.6508,1
2218,2269,142,2,14,6,142,20.1,-98.75,1
2219,2270,194,12,0,19,194,-33.8167,-70.75,1
2220,2271,80,3,7,25,80,42.118,-88.043,1
2221,2272,54,1,21,4,54,8.9833,-79.5167,1
2222,2273,54,1,21,4,54,30.1995,-85.6003,1
2223,2274,50,1,36,3,50,26.1006,-80.4054,1
2224,2275,50,1,36,3,50,53.413,-2.798,1
2225,2276,50,1,36,3,50,44.8906,-89.5487,1
2226,2277,50,1,36,3,50,42.3589,-71.3001,1
2227,2278,50,1,36,3,50,41.2284,-73.3726,1
2228,2279,52,1,21,12,52,28.5989,-81.3442,1
2229,2280,43,1,25,2,43,47.4989,8.7286,1
2230,2281,31,1,27,1,31,52.1167,16.1167,1
2231,2282,59,1,26,10,59,40.9989,-74.1676,1
2232,2283,152,3,6,17,152,19.1811,-99.4164,1
2233,2284,107,4,89,3,107,27.795,114.9242,1
2234,2285,72,2,8,9,72,18.685,-99.2439,1
2235,2286,32,1,32,0,21,56.65,66.2833,1
2236,2287,33,1,32,1,33,57.3167,47.9,1
2237,2288,32,1,32,1,11,53.1833,158.3833,1
2238,2289,163,5,163,14,157,31.3867,120.9766,1
2239,2290,48,1,29,2,48,56.5833,42.0333,1
2240,2291,78,2,10,13,78,13.5,-88.8667,1
2241,2292,52,0,36,0,52,49.3,19.95,1
2242,2293,79,1,39,1,79,46.8392,16.8511,1
2243,2294,160,3,160,3,87,34.8667,117.55,1
2244,2295,42,0,39,0,42,43.2833,-2.1667,1
2245,2296,44,1,44,0,33,53.7089,84.9672,1
2246,2297,33,0,31,1,33,51.1431,3.1361,1
2247,2298,50,1,34,0,50,42.5083,41.8667,1
2248,2299,36,0,29,2,36,50.9167,3.4333,1
2249,2300,145,2,145,1,117,27.9991,120.6561,1
2250,2301,30,0,25,2,30,50.8167,6.9667,1
2251,2302,32,1,21,6,32,53.363,-2.728,1
2252,2303,51,1,39,3,51,40.4442,-79.8733,1
2253,2304,46,1,33,3,46,45.1216,-95.0569,1
2254,2305,42,1,26,2,42,47.8075,7.3369,1
2255,2306,29,0,29,1,29,52.4275,9.4294,1
2256,2307,188,5,188,5,162,37.0659,114.4753,1
2257,2309,33,0,32,1,33,51.45,3.5667,1
2258,2310,63,2,41,5,63,44.4925,26.1914,1
2259,2311,55,1,40,0,55,42.5542,21.8972,1
2260,2312,29,1,29,0,2,61.0,36.45,1
2261,2313,43,1,43,0,25,38.5397,141.1282,1
2262,2314,49,1,30,3,49,48.2167,12.4,1
2263,2315,52,1,32,5,52,38.8758,-76.8854,1
2264,2316,65,1,65,3,36,35.8256,139.6797,1
2265,2317,17,0,17,0,7,7.7,28.0,1
2266,2318,17,0,17,0,7,-7.3389,146.7167,1
2267,2319,56,1,56,2,50,40.4167,17.8333,1
2268,2320,79,1,9,2,79,15.5,-88.0333,1
2269,2321,46,2,41,5,46,42.0455,14.7315,1
2270,2322,161,6,2,16,161,-23.3158,-46.2208,1
2271,2323,44,0,44,0,25,43.4628,-3.805,1
2272,2324,44,0,44,0,25,9.45,123.3333,1
2273,2325,26,1,15,0,26,-27.8508,-53.7769,1
2274,2326,49,1,49,3,49,40.9333,14.45,1
2275,2327,22,0,22,0,7,-15.4333,49.75,1
2276,2328,28,1,20,0,28,-3.45,114.8333,1
2277,2329,134,6,5,3,134,-29.31,27.48,1
2278,2330,35,1,35,0,18,53.417,24.55,1
2279,2331,54,0,24,1,54,48.85,-67.5333,1
2280,2332,40,1,27,1,40,52.05,29.2667,1
2281,2333,61,1,31,0,61,2.1944,102.2486,1
2282,2334,25,0,25,0,4,-32.3667,-54.1833,1
2283,2335,66,2,15,16,66,43.1487,-88.1227,1
2284,2336,55,1,17,1,55,38.1936,15.5542,1
2285,2337,47,1,47,0,31,41.2667,13.75,1
2286,2339,53,2,10,1,53,12.1837,18.7,1
2287,2340,64,1,31,3,64,47.3475,19.4489,1
2288,2341,65,2,22,14,65,32.5185,-92.0774,1
2289,2342,65,2,22,14,65,40.3191,-74.4286,1
2290,2343,65,2,22,14,65,35.0063,-80.5596,1
2291,2344,65,2,22,14,65,41.3043,-74.1941,1
2292,2345,65,2,22,14,65,41.9155,-83.3849,1
2293,2346,65,2,22,14,65,47.8595,-121.9851,1
2294,2347,65,2,22,14,65,41.3379,-73.225,1
2295,2348,65,2,22,14,65,39.4461,-84.3667,1
2296,2349,65,2,22,14,65,33.799,-83.7161,1
2297,2350,65,2,22,14,65,42.603,-89.6381,1
2298,2351,50,1,29,3,50,48.4667,11.9333,1
2299,2352,45,1,45,0,24,35.0586,135.9942,1
2300,2353,29,0,29,2,25,49.3522,9.1467,1
2301,2354,58,1,39,0,58,43.3436,17.8075,1
2302,2355,67,1,42,2,67,40.9136,-73.8291,1
2303,2356,67,1,42,2,67,48.4203,-122.3115,1
2304,2357,67,1,42,2,67,40.3854,-82.4737,1
2305,2358,67,1,42,2,67,38.314,-88.9174,1
2306,2359,67,1,42,2,67,38.714,-77.1043,1
2307,2360,191,2,141,2,191,30.0694,71.1942,1
2308,2361,57,2,3,4,57,-21.3758,-46.5258,1
2309,2362,27,0,27,0,20,21.46,95.3883,1
2310,2363,160,1,37,0,160,23.4564,75.4131,1
2311,2365,38,1,25,2,38,47.2181,-1.5528,1
2312,2366,52,2,17,11,52,35.9046,-77.5563,1
2313,2367,57,1,56,0,57,38.35,16.0167,1
2314,2368,120,3,10,3,120,5.6667,-0.0167,1
2315,2369,166,3,4,11,166,19.0667,-97.9667,1
2316,2370,32,1,25,2,32,49.6558,3.2872,1
2317,2371,36,1,24,4,36,51.0697,5.0897,1
2318,2372,27,1,26,0,27,27.9167,96.1667,1
2319,2373,30,1,8,1,30,8.1728,-76.0594,1
2320,2374,73,1,45,1,73,41.3289,19.8178,1
2321,2375,46,1,31,0,46,58.1953,68.2581,1
2322,2376,47,1,47,1,24,43.2086,13.2841,1
2323,2377,75,1,34,2,75,46.4236,18.7903,1
2324,2378,38,0,38,0,35,11.0633,125.0353,1
2325,2379,38,0,38,0,35,43.1333,-2.0833,1
2326,2380,34,1,34,1,10,53.5089,49.4222,1
2327,2381,31,1,31,0,25,56.4886,84.9522,1
2328,2382,80,1,31,4,80,36.1715,-86.7842,1
2329,2383,66,1,38,3,66,45.55,8.9833,1
2330,2384,57,1,26,10,57,40.6996,-74.4035,1
2331,2385,135,1,33,2,135,16.92,81.67,1
2332,2386,43,1,43,0,16,35.7089,138.4461,1
2333,2387,64,1,64,3,29,35.95,139.8667,1
2334,2388,57,0,27,0,57,16.65,103.3,1
2335,2389,45,1,37,4,45,40.3785,-79.8084,1
2336,2390,39,1,39,1,38,43.95,43.6333,1
2337,2391,23,0,23,0,21,-14.8333,34.6667,1
2338,2392,37,1,37,0,17,55.0931,36.6106,1
2339,2393,73,1,38,2,73,50.1109,30.6269,1
2340,2394,39,1,24,3,39,50.6667,13.3333,1
2341,2395,31,1,31,0,17,65.85,24.15,1
2342,2396,58,1,58,1,41,40.7569,14.4444,1
2343,2397,58,1,31,3,58,48.0189,16.2922,1
2344,2398,78,2,23,9,78,45.5833,12.05,1
2345,2399,71,1,35,4,71,45.4333,8.7333,1
2346,2400,58,1,20,0,58,46.0667,11.1167,1
2347,2401,58,1,20,0,58,8.0459,126.0614,1
2348,2402,45,1,25,2,45,48.9553,10.9094,1
2349,2403,29,1,29,0,19,63.4297,10.3933,1
2350,2404,43,1,19,0,43,-19.25,17.7,1
2351,2405,58,1,23,7,58,37.5878,-77.5858,1
2352,2406,26,1,26,2,17,40.39,36.09,1
2353,2407,169,1,49,0,169,21.5781,86.5668,1
2354,2408,99,3,12,5,99,-31.58,28.79,1
2355,2409,36,0,24,3,36,51.5347,7.6889,1
2356,2410,32,0,29,1,32,51.6597,9.6358,1
2357,2411,188,3,165,1,188,27.32,82.42,1
2358,2412,55,1,28,2,55,63.1,21.6167,1
2359,2413,59,2,21,15,59,38.3587,-121.9673,1
2360,2414,40,1,25,1,40,47.4625,6.8322,1
2361,2415,61,1,38,3,61,45.014,8.6458,1
2362,2416,22,1,18,0,22,49.0873,140.2425,1
2363,2417,77,1,35,3,77,44.0,22.8667,1
2364,2418,152,1,45,1,152,-7.2458,112.7378,1
2365,2419,29,0,29,0,24,-20.5139,57.5111,1
2366,2420,68,1,39,0,68,31.205,16.5886,1
2367,2421,38,0,32,0,38,55.0594,10.6083,1
2368,2422,202,4,202,10,157,24.1439,120.6794,1
2369,2423,109,2,109,0,109,22.7583,121.1444,1
2370,2424,30,1,30,2,12,61.4981,23.76,1
2371,2425,41,1,41,0,23,44.4289,132.0742,1
2372,2426,94,4,21,2,94,0.3467,32.5,1
2373,2427,64,2,7,17,64,28.3041,-81.4169,1
2374,2428,76,1,40,3,76,50.15,14.1,1
2375,2429,56,0,25,1,56,12.7778,101.6483,1
2376,2430,34,1,34,3,21,35.7285,139.4774,1
2377,2431,34,1,34,3,21,35.7109,139.4622,1
2378,2432,58,2,16,1,58,6.6167,-1.2167,1
2379,2433,36,1,36,0,10,51.2369,33.2027,1
2380,2434,56,1,17,0,56,12.25,-2.3667,1
2381,2435,47,1,28,1,47,54.0353,35.7767,1
2382,2436,48,2,22,7,48,47.6333,9.1667,1
2383,2437,70,2,35,0,70,2.935,9.91,1
2384,2438,47,1,35,1,47,35.4333,133.8167,1
2385,2439,31,1,31,0,20,55.35,59.45,1
2386,2440,37,1,34,0,37,50.35,106.45,1
2387,2441,80,3,1,6,80,18.55,-69.9,1
2388,2442,80,3,1,6,80,10.2278,-67.3336,1
2389,2443,80,3,1,6,80,4.5214,-76.0364,1
2390,2444,82,0,23,0,82,15.2736,73.9581,1
2391,2445,37,1,37,4,16,38.9411,-9.3319,1
2392,2446,37,1,37,4,16,-26.1108,-49.805,1
2393,2447,92,1,34,2,92,54.0333,19.0333,1
2394,2448,46,1,46,0,39,40.8933,26.9042,1
2395,2449,63,1,24,2,63,9.828,77.673,1
2396,2450,53,0,23,1,53,14.0417,121.1583,1
2397,2451,93,1,26,1,93,16.43,80.55,1
2398,2452,51,0,24,1,51,16.07,120.4025,1
2399,2453,54,1,18,2,54,22.15,-79.9764,1
2400,2454,32,1,32,1,22,39.4833,-0.45,1
2401,2455,41,2,25,1,41,13.4833,7.1,1
2402,2456,62,1,62,2,55,41.0333,14.3,1
2403,2457,21,0,18,1,21,-10.7378,-37.0819,1
2404,2458,148,1,40,0,148,36.3,59.6,1
2405,2459,43,1,19,4,43,44.9609,-74.8339,1
2406,2460,42,1,42,0,20,44.2503,28.2614,1
2407,2461,55,1,29,0,55,62.9,34.4667,1
2408,2463,41,1,41,0,38,49.8197,36.0686,1
2409,2464,112,4,13,34,112,40.6515,-73.5535,1
2410,2465,49,1,33,0,49,40.875,35.4633,1
2411,2466,67,1,67,1,50,40.5667,17.8,1
2412,2467,130,3,11,12,130,19.2511,-99.6047,1
2413,2468,118,2,24,4,118,45.7667,5.0036,1
2414,2469,127,2,118,2,127,36.9758,120.7136,1
2415,2470,33,0,33,1,13,53.3833,10.5667,1
2416,2471,30,1,30,2,20,51.9,5.1,1
2417,2472,59,1,19,10,59,53.4975,-2.515,1
2418,2473,35,1,35,1,21,44.1167,42.9833,1
2419,2474,74,1,39,1,74,50.7667,15.0667,1
2420,2475,67,1,39,1,67,50.7564,12.6317,1
2421,2476,74,1,29,2,74,45.8353,1.2625,1
2422,2477,42,1,34,2,42,51.6667,8.35,1
2423,2478,42,1,19,2,42,46.1667,8.8,1
2424,2479,34,0,25,0,34,16.7775,101.2468,1
2425,2480,50,1,17,6,50,10.3411,-67.0406,1
2426,2481,244,1,46,0,244,27.4,74.92,1
2427,2482,134,1,19,2,134,31.3217,-94.7277,1
2428,2483,161,2,161,2,83,33.583,114.0109,1
2429,2484,64,2,18,15,64,42.5356,-71.0382,1
2430,2485,63,2,35,8,63,33.8133,-84.5655,1
2431,2486,59,0,24,0,59,15.9592,76.1135,1
2432,2487,40,1,40,2,35,35.8333,140.15,1
2433,2488,48,1,13,2,48,-19.5,-42.5333,1
2434,2489,33,1,33,3,20,35.8358,139.3911,1
2435,2490,107,3,12,28,107,40.7243,-74.2317,1
2436,2491,70,3,21,2,70,7.6333,4.1833,1
2437,2492,54,2,10,2,54,16.8167,-92.9167,1
2438,2493,50,0,25,0,50,9.6647,80.0167,1
2439,2494,122,3,0,10,122,14.1364,-90.0052,1
2440,2495,53,1,38,2,53,38.5676,-92.1759,1
2441,2496,62,1,46,6,62,38.2049,-85.5701,1
2442,2497,41,1,37,2,41,41.8274,-71.5202,1
2443,2498,41,1,37,2,41,41.691,-93.7234,1
2444,2499,57,1,30,1,57,14.5864,100.9967,1
2445,2500,91,1,18,5,91,29.704,-95.4621,1
2446,2501,53,1,29,3,53,49.0886,0.5983,1
2447,2502,172,5,106,6,172,22.82,88.35,1
2448,2503,56,1,12,12,56,54.61,-1.27,1
2449,2504,82,1,35,2,82,51.1275,14.1797,1
2450,2505,59,1,52,1,59,39.5167,16.2833,1
2451,2506,58,1,36,1,58,42.0119,23.0897,1
2452,2507,64,2,18,0,64,6.9844,15.6408,1
2453,2508,77,3,14,2,77,7.2,2.0667,1
2454,2509,26,0,26,0,22,17.09,120.9772,1
2455,2510,26,0,26,0,22,10.35,124.9667,1
2456,2511,47,0,47,0,16,44.84,-0.58,1
2457,2512,65,1,37,2,65,51.1167,12.5,1
2458,2513,65,1,37,2,65,25.4373,86.6172,1
2459,2514,47,1,19,8,47,40.0248,-105.2524,1
2460,2515,27,1,24,5,27,51.416,-0.749,1
2461,2516,63,1,24,13,63,27.4901,-82.5757,1
2462,2517,116,2,47,1,116,19.315,84.7941,1
2463,2518,35,1,29,8,35,40.7839,-73.2522,1
2464,2519,35,1,29,8,35,51.62,0.305,1
2465,2520,35,1,29,8,35,40.3734,-79.9757,1
2466,2521,35,1,29,8,35,37.9356,-121.719,1
2467,2522,35,1,29,8,35,35.9918,-86.7758,1
2468,2523,94,1,34,1,94,53.2597,19.3956,1
2469,2524,34,1,34,3,18,35.6713,139.3951,1
2470,2525,34,1,34,3,18,35.018,136.246,1
2471,2526,37,1,37,2,16,35.3167,139.35,1
2472,2527,39,1,32,4,39,42.7677,-86.0984,1
2473,2528,77,1,12,11,77,25.4665,-80.4472,1
2474,2529,59,1,16,7,59,50.8,-3.19,1
2475,2530,33,0,33,0,21,55.8583,9.85,1
2476,2531,54,1,32,0,54,7.7894,99.6347,1
2477,2532,14,0,14,0,9,-18.29,-66.8383,1
2478,2533,64,1,40,2,64,50.4667,8.9,1
2479,2534,37,1,37,3,31,35.7219,139.9311,1
2480,2535,37,1,37,3,31,34.9893,134.7633,1
2481,2536,53,1,29,1,53,11.6066,78.0068,1
2482,2537,41,1,41,1,29,40.808,140.4401,1
2483,2538,78,3,10,19,78,42.2085,-71.6838,1
2484,2539,78,3,10,19,78,43.3204,-87.948,1
2485,2540,78,3,10,19,78,-29.6833,152.9333,1
2486,2541,54,2,8,8,54,45.4,-72.7333,1
2487,2542,54,2,8,8,54,41.9694,-72.8346,1
2488,2543,66,1,29,7,66,41.6083,2.2889,1
2489,2544,24,0,24,0,10,-34.29,146.04,1
2490,2545,24,0,24,0,10,41.5277,-87.4239,1
2491,2546,35,0,35,0,14,54.11,13.0414,1
2492,2547,52,1,23,1,52,-20.65,-40.5,1
2493,2548,55,1,8,1,55,7.2467,-70.7292,1
2494,2549,153,1,22,1,153,13.1833,-16.7667,1
2495,2550,57,2,24,14,57,42.3708,-87.9392,1
2496,2551,40,1,40,0,39,40.5123,141.4884,1
2497,2552,117,4,4,36,117,33.997,-117.9727,1
2498,2553,48,1,30,3,48,50.9305,5.3385,1
2499,2554,52,1,47,1,52,48.65,13.6333,1
2500,2555,58,1,34,2,58,51.3789,10.1386,1
2501,2556,41,1,36,1,41,52.2281,11.0106,1
2502,2557,106,3,4,40,106,33.8653,-118.3962,1
2503,2558,59,2,23,19,59,32.5693,-117.118,1
2504,2559,59,1,59,2,50,35.2647,136.7969,1
2505,2560,31,1,31,2,26,51.8331,6.4667,1
2506,2561,58,2,4,4,58,-21.6789,-42.0819,1
2507,2562,172,7,0,22,172,-23.4864,-46.3486,1
2508,2563,56,1,16,4,56,20.2944,-102.7097,1
2509,2564,62,3,62,2,54,43.8519,126.5481,1
2510,2565,54,1,36,1,54,52.2167,104.1167,1
2511,2566,92,3,35,1,92,0.0667,34.2833,1
2512,2567,162,3,162,2,159,24.42,81.88,1
2513,2568,35,1,35,0,15,52.165,22.2714,1
2514,2569,47,1,43,0,47,44.1172,27.2606,1
2515,2570,54,1,37,0,54,41.0736,28.2478,1
2516,2571,42,1,40,0,42,45.35,25.5514,1
2517,2572,31,0,3,13,31,-32.5667,151.1697,1
2518,2573,100,2,11,6,100,10.7833,-74.7167,1
2519,2574,36,1,36,3,15,52.996,-0.413,1
2520,2575,32,1,32,0,20,69.2,33.2333,1
2521,2576,34,1,34,0,34,54.8333,38.1667,1
2522,2577,38,1,38,0,19,45.3908,47.3658,1
2523,2578,19,0,19,0,17,-17.5039,24.275,1
2524,2579,45,1,45,1,41,35.15,140.3167,1
2525,2580,42,1,30,1,42,40.7011,-99.0833,1
2526,2581,42,1,30,1,42,39.355,-94.3599,1
2527,2582,33,1,33,3,22,52.341,-1.566,1
2528,2583,33,1,33,0,33,15.4,79.5167,1
2529,2584,35,1,34,0,35,53.1167,34.9667,1
2530,2585,62,2,15,0,62,-16.5167,28.8,1
2531,2586,36,1,36,0,19,53.05,60.65,1
2532,2587,77,2,46,1,77,15.5006,32.56,1
2533,2588,34,0,19,0,34,-7.7296,38.95,1
2534,2589,34,1,25,4,34,35.217,-114.0105,1
2535,2590,42,1,39,1,42,43.9167,42.7167,1
2536,2591,80,1,38,0,80,2.0336,103.3194,1
2537,2592,27,0,27,1,22,31.9944,130.9517,1
2538,2593,44,1,25,2,44,57.7681,40.9269,1
2539,2594,67,1,49,0,67,46.2108,15.0047,1
2540,2595,54,1,18,4,54,8.5333,124.75,1
2541,2596,54,1,18,4,54,8.1333,124.2667,1
2542,2597,54,1,18,4,54,8.1092,124.4392,1
2543,2598,91,2,6,4,91,7.4478,125.8078,1
2544,2599,65,1,20,2,65,12.0368,75.3601,1
2545,2600,33,1,33,0,23,57.2444,22.5867,1
2546,2601,81,1,44,0,81,37.8518,15.2857,1
2547,2602,82,2,31,2,82,14.9,-92.2667,1
2548,2603,38,1,21,0,38,56.8833,74.3667,1
2549,2604,43,1,43,0,29,36.9165,34.8951,1
2550,2605,39,1,31,4,39,38.2975,-122.301,1
2551,2606,39,1,23,2,39,15.57,75.37,1
2552,2607,138,8,44,0,138,51.9944,116.5556,1
2553,2608,51,1,38,1,51,51.3167,6.2833,1
2554,2609,63,1,54,0,63,48.9936,12.1953,1
2555,2610,50,1,39,2,50,41.1542,-73.9912,1
2556,2611,182,1,37,0,182,15.1833,-9.55,1
2557,2612,70,2,22,14,70,34.9903,134.9722,1
2558,2613,28,1,20,2,28,54.9333,99.0,1
2559,2614,42,1,42,0,16,52.5333,31.9333,1
2560,2615,10,1,5,0,10,0.0847,-76.8828,1
2561,2616,70,2,37,0,70,9.4536,11.8367,1
2562,2617,65,2,31,5,65,39.8868,139.8476,1
2563,2618,44,1,39,1,44,51.5,5.3,1
2564,2619,33,0,33,0,27,51.272,0.529,1
2565,2620,205,2,31,3,205,23.26,76.1457,1
2566,2621,42,1,42,2,40,38.7709,-77.4429,1
2567,2622,136,3,32,6,136,31.72,76.92,1
2568,2623,178,7,13,19,178,29.8,77.87,1
2569,2624,176,5,29,10,176,34.3339,73.2014,1
2570,2625,56,1,23,0,56,-0.95,-80.7162,1
2571,2626,56,1,23,0,56,10.3564,1.1056,1
2572,2627,97,2,27,6,97,16.026,120.454,1
2573,2628,53,1,30,2,53,45.1089,-93.4626,1
2574,2629,114,1,29,2,114,18.6667,-70.1667,1
2575,2630,40,1,40,0,12,39.2667,-2.6,1
2576,2631,47,1,47,3,41,43.46,5.2486,1
2577,2632,38,1,38,0,20,56.2167,43.1833,1
2578,2633,72,1,30,1,72,-23.5469,-47.4378,1
2579,2634,30,1,30,1,12,60.0333,30.6667,1
2580,2635,36,1,36,0,17,56.3167,36.55,1
2581,2636,111,3,19,24,111,34.0334,-117.8593,1
2582,2637,47,1,39,2,47,40.406,-80.5671,1
2583,2638,50,1,40,1,50,33.3925,133.2931,1
2584,2639,25,0,25,2,15,41.1008,-7.81,1
2585,2640,137,4,125,7,137,39.5196,116.7006,1
2586,2641,67,1,36,4,67,52.9999,9.1732,1
2587,2642,72,1,40,2,72,45.7833,13.1167,1
2588,2643,72,1,30,4,72,51.5,13.8,1
2589,2644,77,2,29,13,77,42.0667,-82.5833,1
2590,2645,28,0,28,0,19,-37.6,-73.6667,1
2591,2646,34,1,34,1,27,52.4,20.8833,1
2592,2647,14,1,2,0,14,-4.2167,-69.9333,1
2593,2648,48,1,33,0,48,49.3833,27.6167,1
2594,2649,68,2,25,9,68,35.451,-86.7901,1
2595,2650,35,1,35,3,18,53.692,-2.697,1
2596,2651,62,2,4,4,62,-22.565,-47.4019,1
2597,2652,36,1,9,4,36,-7.875,-35.45,1
2598,2653,81,3,15,21,81,35.4748,-81.2386,1
2599,2654,61,2,18,6,61,49.15,0.23,1
2600,2655,68,2,20,15,68,41.5906,-88.0293,1
2601,2656,68,2,20,15,68,43.1698,-78.6956,1
2602,2657,67,2,2,12,67,40.1686,-105.1005,1
2603,2658,59,1,11,15,59,28.7014,-81.3487,1
2604,2659,35,1,35,0,15,58.7333,29.8167,1
2605,2660,33,1,33,1,25,51.5833,21.5667,1
2606,2661,39,1,39,1,9,48.7,44.5667,1
2607,2662,39,1,39,1,9,54.4333,43.8,1
2608,2663,76,2,41,2,76,3.1478,101.6953,1
2609,2664,54,1,37,0,54,56.1855,50.8944,1
2610,2665,63,1,26,5,63,43.488,-116.3933,1
2611,2666,34,1,34,0,15,62.6167,22.4,1
2612,2667,45,1,28,0,45,17.4262,102.5646,1
2613,2668,79,3,6,8,79,14.3,-88.1833,1
2614,2669,79,3,6,8,79,14.8719,-91.5619,1
2615,2670,79,3,6,8,79,7.6392,-73.3358,1
2616,2671,75,2,22,4,75,29.3683,-94.9941,1
2617,2672,61,2,6,6,61,-2.4,-79.33,1
2618,2673,53,2,20,0,53,-19.9,48.8,1
2619,2674,38,1,38,1,31,50.4648,29.8072,1
2620,2675,30,0,16,0,30,1.4931,124.8413,1
2621,2676,35,1,13,1,35,-20.3578,-41.9578,1
2622,2677,62,3,13,1,62,4.85,9.8167,1
2623,2678,59,1,36,3,59,44.1715,-93.9772,1
2624,2679,24,0,24,0,22,12.5204,121.4385,1
2625,2680,155,1,51,1,155,18.65,79.6667,1
2626,2681,19,0,19,0,16,-5.75,34.8333,1
2627,2682,148,1,21,4,148,10.3,-61.45,1
2628,2683,61,1,42,1,61,44.5333,10.8667,1
2629,2684,56,1,26,1,56,26.2466,-80.2119,1
2630,2685,56,1,26,1,56,51.385,1.3838,1
2631,2686,56,1,26,1,56,-30.85,30.3667,1
2632,2687,45,0,45,0,22,28.9625,-13.5506,1
2633,2688,88,1,29,0,88,15.3228,38.925,1
2634,2689,33,1,33,2,32,51.4,5.75,1
2635,2690,65,2,3,5,65,-21.315,-42.8619,1
2636,2691,97,1,19,2,97,30.3005,-97.7522,1
2637,2692,97,1,19,2,97,43.6721,-92.9784,1
2638,2693,45,1,21,13,45,33.3873,-112.3235,1
2639,2694,40,1,40,2,23,47.1,39.4167,1
2640,2695,50,1,39,4,50,48.9464,9.4306,1
2641,2696,69,1,36,3,69,50.2167,8.6,1
2642,2697,64,1,40,2,64,50.3667,8.75,1
2643,2698,47,1,27,6,47,47.9094,9.8994,1
2644,2699,125,4,7,35,125,34.1927,-118.1346,1
2645,2700,42,1,27,6,42,47.8,10.2167,1
2646,2701,62,1,35,3,62,49.7458,8.1153,1
2647,2702,59,1,14,1,59,-1.3658,-48.3719,1
2648,2703,45,1,28,2,45,33.3472,-96.5508,1
2649,2704,25,1,24,2,25,-18.4667,-70.3167,1
2650,2705,56,1,35,1,56,42.244,-83.6208,1
2651,2706,122,5,29,12,122,22.6293,110.1507,1
2652,2708,36,1,36,0,23,54.9667,20.4833,1
2653,2709,44,1,44,0,25,50.9833,44.7833,1
2654,2710,147,1,25,0,147,9.6833,39.5333,1
2655,2711,47,1,28,9,47,42.2467,-71.1777,1
2656,2712,67,1,31,5,67,53.0506,8.6317,1
2657,2713,174,3,150,1,174,30.0331,70.64,1
2658,2714,59,2,18,10,59,41.5725,-93.6105,1
2659,2715,59,2,18,10,59,47.3914,-122.3156,1
2660,2716,54,1,29,0,54,14.906,105.0784,1
2661,2717,35,1,35,0,24,15.396,77.872,1
2662,2718,51,1,21,5,51,48.4556,-2.0503,1
2663,2719,68,2,12,27,68,40.8033,-73.3375,1
2664,2720,46,1,19,8,46,51.9667,6.3,1
2665,2721,55,1,30,1,55,47.0931,5.4906,1
2666,2723,18,0,18,1,16,-23.7658,-53.325,1
2667,2724,15,0,15,0,12,-12.0819,-41.0939,1
2668,2725,48,0,31,0,48,53.9833,38.1667,1
2669,2726,41,0,41,0,25,59.5333,18.0833,1
2670,2727,41,1,41,1,40,44.2833,25.5333,1
2671,2728,29,0,29,1,22,52.2939,-0.6964,1
2672,2729,29,1,29,1,11,47.436,-120.3295,1
2673,2730,58,1,43,6,58,40.7893,-74.2628,1
2674,2731,72,1,44,5,72,41.6986,-71.5157,1
2675,2732,53,0,32,0,53,55.0456,-1.4443,1
2676,2733,71,2,40,10,71,40.6375,-73.7219,1
2677,2734,71,2,40,10,71,29.8493,-90.0751,1
2678,2735,59,1,37,0,59,27.8983,102.2706,1
2679,2736,42,1,42,1,35,36.8067,139.9241,1
2680,2737,102,4,5,10,102,14.4816,-90.534,1
2681,2738,58,1,44,0,58,38.0833,13.45,1
